,Wort,difference
6578,dürf,9.948408893758838
6579,Frieden,9.717909084757249
6580,Iran,9.717909084757249
6581,zu,9.323702025044293
6582,syrisch,9.032172152977523
6583,Anlass,9.032172152977523
6584,positiv,9.032172152977523
6585,maßgeblich,9.032172152977523
6586,Praxis,9.032172152977523
6587,angreifen,9.032172152977523
6588,Kommune,9.032172152977523
6589,Schuldenbremse,9.032172152977523
6590,bißchen,9.032172152977523
6591,Religion,9.032172152977523
6592,Polizist,9.032172152977523
6593,Überzeugung,9.032172152977523
6594,Unternehmen,9.032172152977523
6595,bewegen,9.032172152977523
6596,Freundin,9.032172152977523
6597,Teheran,9.032172152977523
6598,Milieu,9.032172152977523
6599,ähnlich,9.032172152977523
6600,zulassen,9.032172152977523
6601,Zustimmung,9.032172152977523
6602,Reihe,9.032172152977523
6603,Ihra-definition,9.032172152977523
6604,Ministerium,9.032172152977523
6605,Hamburg,9.032172152977523
6606,Strafrecht,9.032172152977523
6607,Entwicklungszusammenarbeit,9.032172152977523
6608,Gesetzentwurf,9.032172152977523
6609,Veranstaltung,9.032172152977523
6610,prüf,9.032172152977523
6611,Huthi,9.032172152977523
6612,maritim,9.032172152977523
6613,gehören,9.032172152977523
6614,Schutzschild,9.032172152977523
6615,Unionsfraktion,9.032172152977523
6616,verbreiten,9.032172152977523
6617,darum,9.032172152977498
6618,Leid,7.952645696017334
6619,Frage,7.834016415032711
6620,bei,7.686095953558044
6621,Rede,7.2447594947319836
6622,Israel,6.69815011912174
6623,nicht,6.372850880953683
6624,Meinung,6.372850880953673
6625,Diskussion,6.372850880953673
6626,Art,6.372850880953673
6627,und,6.221302043199262
6628,Ding,5.091250267930131
6629,dürfen,5.091250267930131
6630,politisch,4.39250525285082
6631,durchaus,3.8401639552166746
6632,mehrfach,3.8401639552166746
6633,selber,3.8401639552166746
6634,ausgerechnet,3.8401639552166746
6635,Appell,3.8401639552166746
6636,erfolgen,3.8401639552166746
6637,kulturell,3.8401639552166746
6638,Angehörige,3.8401639552166746
6639,Uni,3.8401639552166746
6640,bekommen,3.8401639552166746
6641,verlässlich,3.8401639552166746
6642,Beratung,3.8401639552166746
6643,zudem,3.8401639552166746
6644,sicherlich,3.8401639552166746
6645,engagieren,3.8401639552166746
6646,Roth,3.8401639552166746
6647,Verein,3.8401639552166746
6648,Stärkung,3.8401639552166746
6649,israelfeindlich,3.8401639552166746
6650,Behörde,3.8401639552166746
6651,Merkel,3.8401639552166746
6652,Merz,3.8401639552166746
6653,Struktur,3.8401639552166746
6654,unmittelbar,3.8401639552166746
6655,jedenfalls,3.8401639552166746
6656,Kommission,3.8401639552166746
6657,werben,3.8401639552166746
6658,Zeitenwende,3.8401639552166746
6659,Stück,3.8401639552166746
6660,leiten,3.8401639552166746
6661,verehrt,3.840163955216674
6662,wie,3.0652373585359625
6663,Union,3.022524868955133
6664,Schutz,2.860539766959911
6665,an,2.832007023612641
6666,auf,2.7114665209208573
6667,Hochschule,2.618514967508254
6668,sein,2.505303827626607
6669,schnell,2.2176613934164284
6670,schützen,2.2176613934164284
6671,Welt,1.6880362048494901
6672,direkt,1.4252764213744338
6673,Vergangenheit,1.4252764213744338
6674,glauben,1.4252764213744291
6675,Libanon,0.6450819873638637
6676,der,0.49048124698389745
6677,ob,-0.12320108124196054
6678,mir,-0.23199933714476637
6679,hier,-0.7242388560016323
6680,entscheidend,-0.8798434972931599
6681,ihm,-0.8798434972931599
6682,Januar,-0.8798434972931599
6683,erhalten,-0.8798434972931599
6684,bedrohen,-0.8798434972931599
6685,sicherstellen,-0.8798434972931599
6686,unabhängig,-0.8798434972931599
6687,Nacht,-0.8798434972931599
6688,System,-0.8798434972931599
6689,Stärk,-0.8798434972931599
6690,9,-0.8798434972931599
6691,Dimension,-0.8798434972931599
6692,enorm,-0.8798434972931599
6693,Anspruch,-0.8798434972931599
6694,2006,-0.8798434972931599
6695,Februar,-0.8798434972931599
6696,Fünf,-0.8798434972931599
6697,Aspekt,-0.8798434972931599
6698,entschlossen,-0.8798434972931599
6699,Sicherheitsbehörde,-0.8798434972931599
6700,Lehre,-0.8798434972931599
6701,Präsidenti,-0.8798434972931599
6702,reagieren,-0.8798434972931599
6703,Gelegenheit,-0.8798434972931599
6704,Antwort,-0.8798434972931686
6705,weil,-0.87984349729317
6706,können,-1.0753467645568968
6707,über,-1.3283509927805224
6708,Lage,-1.7728178802004262
6709,müssen,-1.8033232162624817
6710,zeigen,-1.9935531209190824
6711,er,-2.2470180697443025
6712,Wert,-2.3592488182290783
6713,Staat,-2.582938969848271
6714,verbinden,-3.082513641797775
6715,Geld,-3.082513641797775
6716,Außenministerin,-3.082513641797775
6717,Judenhass,-3.082513641797775
6718,sich,-3.1477340229270974
6719,Debatte,-3.3892145479946167
6720,sorgen,-5.189415519149982
6721,solch,-5.189415519149982
6722,Seite,-5.189415519149987
6723,rechts,-5.189415519149991
6724,Beteiligung,-5.189415519149991
6725,Länder,-5.189415519149991
6726,aufrufen,-5.189415519149991
6727,Ideologie,-5.189415519149991
6728,Jahrhundert,-5.189415519149991
6729,treiben,-5.189415519149991
6730,Vorschläg,-5.189415519149991
6731,tatsächlich,-5.189415519149991
6732,dennoch,-5.189415519149991
6733,Demokratin,-5.189415519149991
6734,Kooperation,-5.189415519149991
6735,schaffen,-5.189415519149991
6736,zweitens,-5.189415519149991
6737,erstens,-5.189415519149991
6738,iranisch,-5.189415519149991
6739,westlich,-5.189415519149991
6740,größ,-5.189415519149991
6741,heutig,-5.189415519149991
6742,Meinungsfreiheit,-5.189415519149991
6743,Hilfe,-6.006748143984911
6744,Kollegin,-6.0966938395408885
6745,weit,-6.208884169481702
6746,all,-6.376667918731301
6747,Grenze,-6.5438524403049865
6748,vor,-6.601863705084429
6749,Sicht,-7.206661997465942
6750,lang,-7.206661997465942
6751,zuletzt,-7.206661997465942
6752,konsequent,-7.206661997465942
6753,es,-8.639991171013346
6754,Dank,-8.794380708535916
6755,dann,-8.823270673468274
6756,stehen,-8.847701737060602
6757,angesichts,-9.139856539185395
6758,Arbeit,-9.139856539185395
6759,Mai,-9.139856539185406
6760,Dr.,-9.139856539185406
6761,Vielfalt,-9.139856539185406
6762,Entscheidung,-9.139856539185406
6763,Zusammenhang,-9.139856539185406
6764,heraus,-9.139856539185406
6765,Vernichtung,-9.139856539185406
6766,Umsetzung,-9.139856539185406
6767,kommend,-9.139856539185406
6768,ändern,-9.139856539185406
6769,betonen,-9.139856539185406
6770,Vertrauen,-9.139856539185406
6771,Vorfäll,-9.139856539185406
