,Wort,difference
0,massiv,13414.754098360656
1,Einwanderer,13414.754098360656
2,Rückgabe,13414.754098360656
3,Aggression,13414.754098360656
4,Posten,6657.377049180328
5,entsinnen,6657.377049180328
6,Währung,6657.377049180328
7,Schlußbericht,6657.377049180328
8,Jerusalem,5906.557377049181
9,nürnberger,4404.918032786886
10,ergreifen,4404.918032786886
11,Araber,4404.918032786885
12,Tel,4404.918032786885
13,Kriegszustand,4404.918032786885
14,bejahen,4404.918032786885
15,Aviv,4404.918032786885
16,lenken,3278.688524590164
17,anlangen,2903.278688524591
18,Hals,2903.278688524591
19,weiterer,2903.278688524591
20,stammen,2903.278688524591
21,Geduld,2903.278688524591
22,Strafe,2903.278688524591
23,zusammenarbeiten,2903.278688524591
24,Lebensstandard,2903.278688524591
25,Cdu,2903.278688524591
26,jene,2903.278688524591
27,davor,2903.278688524591
28,Verfolgungsmaßnahme,2903.278688524591
29,Aufkommen,2903.278688524591
30,600,2903.278688524591
31,ausmachen,2903.278688524591
32,Franzose,2903.278688524591
33,auszufüllen,2903.278688524591
34,verdienen,2903.278688524591
35,Ruf,2903.278688524591
36,Entgegenkommen,2903.278688524591
37,Empfehlung,2903.278688524591
38,drohen,2903.278688524591
39,Regierungsabkommen,2903.278688524591
40,Gegenseite,2903.278688524591
41,Augenmerk,2903.278688524591
42,wenden,2715.5737704918038
43,Eingliederung,2602.950819672131
44,Geld,2602.950819672131
45,direkt,2602.950819672131
46,Kapitel,2602.950819672131
47,Mord,2602.950819672131
48,Mr.,2152.459016393443
49,erfordern,2152.459016393443
50,Taft,2152.459016393443
51,Berechnung,2152.459016393443
52,Unterlage,2152.459016393443
53,billigen,2152.459016393443
54,Streit,2152.459016393443
55,verfahren,2152.459016393443
56,irgendwie,2152.459016393443
57,Abtrennung,2152.459016393443
58,nein,2152.459016393443
59,Abbau,2152.459016393443
60,Rechtsstaat,2152.459016393443
61,Ermäßigung,2152.459016393443
62,verkaufen,2152.459016393443
63,Hilfeleistung,2152.459016393443
64,sichern,2152.459016393443
65,jährlich,2152.459016393443
66,Kommuniqué,2152.459016393443
67,geändert,2152.459016393443
68,Moment,2152.459016393443
69,anscheinend,2152.459016393443
70,Kredit,2152.459016393443
71,einseitig,2152.4590163934427
72,14,2152.4590163934427
73,befinden,1902.185792349727
74,Vermögen,1830.6791569086654
75,Dollar,1830.6791569086654
76,Uno,1830.6791569086654
77,ändern,1830.6791569086654
78,verkennen,1830.6791569086654
79,Ost,1701.967213114754
80,Goldklausel,1701.967213114754
81,anwenden,1701.967213114754
82,I,1701.967213114754
83,Hierfür,1701.967213114754
84,überweisen,1701.967213114754
85,Festsetzung,1701.967213114754
86,trotzdem,1701.967213114754
87,laufen,1701.967213114754
88,verkünden,1701.967213114754
89,Vermögenswerte,1701.967213114754
90,hervorrufen,1701.967213114754
91,warnen,1701.967213114754
92,34,1701.967213114754
93,befriedigend,1701.967213114754
94,ersetzen,1701.967213114754
95,Israel-vertrag,1701.967213114754
96,Zins,1701.967213114754
97,West,1701.967213114754
98,Gesetzgebung,1701.967213114754
99,laut,1701.967213114754
100,zustande,1701.967213114754
101,rasch,1701.967213114754
102,Liga,1701.967213114754
103,zahlen,1589.344262295082
104,Grundsätz,1589.344262295082
105,Druck,1589.344262295082
106,Vorkriegsschuld,1538.1520119225036
107,unliebsam,1401.6393442622953
108,unausarbeiten,1401.6393442622953
109,Null,1401.6393442622953
110,beruflich,1401.6393442622953
111,Zwickmühl,1401.6393442622953
112,Sowjetreich,1401.6393442622953
113,heftig,1401.6393442622953
114,Feuerwehrmänner,1401.6393442622953
115,bekundet,1401.6393442622953
116,Erkläre,1401.6393442622953
117,Auswanderung,1401.6393442622953
118,Nachzahlung,1401.6393442622953
119,vorbringen,1401.6393442622953
120,Schrittmacher,1401.6393442622953
121,entstehend,1401.6393442622953
122,Rezept,1401.6393442622953
123,Aufenthalt,1401.6393442622953
124,meinetwegen,1401.6393442622953
125,Entschädigungsansprüch,1401.6393442622953
126,Austreibung,1401.6393442622953
127,unzureichend,1401.6393442622953
128,ausgearbeitet,1401.6393442622953
129,eröffnen,1401.6393442622953
130,Bahn,1401.6393442622953
131,Polizeischutz,1401.6393442622953
132,Skat,1401.6393442622953
133,Munition,1401.6393442622953
134,Religiösen,1401.6393442622953
135,Bedienstete,1401.6393442622953
136,Dörfer,1401.6393442622953
137,stellvertretend,1401.6393442622953
138,Willensentscheidung,1401.6393442622953
139,68,1401.6393442622953
140,erdenklich,1401.6393442622953
141,Erklären,1401.6393442622953
142,zutreffend,1401.6393442622953
143,Küster,1401.6393442622953
144,Gegenleistung,1401.6393442622953
145,Jünger,1401.6393442622953
146,blank,1401.6393442622953
147,Erhaltung,1401.6393442622953
148,Frowein,1401.6393442622953
149,Termin,1401.6393442622953
150,unerfüllbar,1401.6393442622953
151,beabsichtigen,1401.6393442622953
152,Angst,1401.6393442622953
153,Kapitulation,1401.6393442622953
154,sinkend,1401.6393442622953
155,Bundesministerium,1401.6393442622953
156,Reinhard,1401.6393442622953
157,Offenheit,1401.6393442622953
158,antworten,1401.6393442622953
159,zufallen,1401.6393442622953
160,bekanntwerden,1401.6393442622953
161,bearbeiten,1401.6393442622953
162,verbreiten,1401.6393442622953
163,Rechtsfrage,1401.6393442622953
164,Humanität,1401.6393442622953
165,eröffnet,1401.6393442622953
166,hessisch,1401.6393442622953
167,Verwirklichung,1401.6393442622953
168,Süde,1401.6393442622953
169,Gas,1401.6393442622953
170,zunutze,1401.6393442622953
171,Vorstellung,1401.6393442622953
172,Plan,1401.6393442622953
173,Entschädigungsberechtigte,1401.6393442622953
174,vergeblich,1401.6393442622953
175,gefährden,1401.6393442622953
176,vereinbart,1401.6393442622953
177,ehrengerichtlich,1401.6393442622953
178,Reichsanleihe,1401.6393442622953
179,Handel,1401.6393442622953
180,Standortlazarett,1401.6393442622953
181,rechtskräftig,1401.6393442622953
182,Freigabe,1401.6393442622953
183,entspringen,1401.6393442622953
184,weitergehen,1401.6393442622953
185,draußen,1401.6393442622953
186,Ägypten,1401.6393442622953
187,unselig,1401.6393442622953
188,Kauf,1401.6393442622953
189,wachsend,1401.6393442622953
190,Legislaturperiode,1401.6393442622953
191,aufrichtig,1401.6393442622953
192,schaffend,1401.6393442622953
193,Gemeindeeigentum,1401.6393442622953
194,Kaiser,1401.6393442622953
195,Bergarbeiterwohnungsbau,1401.6393442622953
196,Heranziehung,1401.6393442622953
197,Indochina,1401.6393442622953
198,Miete,1401.6393442622953
199,Kapitalreduktion,1401.6393442622953
