,Wort,difference
10759,zeigen,9.999790527660803
10760,wollen,9.96126293115682
10761,wie,9.847026301600348
10762,libanesisch,9.801055585424763
10763,Dafür,9.722528100650623
10764,können,9.602598205957172
10765,durchsetzen,9.500642300649323
10766,größt,9.500642300649323
10767,umfassend,9.500642300649323
10768,intensiv,9.500642300649323
10769,Ja,8.993694882590766
10770,Institution,8.993694882590766
10771,mehrfach,8.993694882590766
10772,Erklärung,8.993694882590766
10773,Gehört,8.993694882590766
10774,Zeit,8.883041385248017
10775,Hamas,8.867690611050168
10776,stellen,8.858298988326686
10777,Humanitäre,8.582397920769658
10778,bieten,8.582397920769658
10779,erwähnen,8.242014228228065
10780,2012,8.242014228228065
10781,Indien,8.242014228228065
10782,Straße,8.242014228228065
10783,Instrument,7.711416119266158
10784,Bewegung,7.711416119266158
10785,Arbeit,7.711416119266149
10786,ich,7.451798355374358
10787,wichtig,7.348507035306376
10788,aufbauen,7.316868807473982
10789,spielen,7.316868807473982
10790,demokratisch,7.316868807473982
10791,Person,7.316868807473982
10792,politisch,7.081524796931282
10793,stärken,7.011991339270917
10794,auch,6.889736991324833
10795,Israel,6.877790196382449
10796,gelten,6.8252339372826665
10797,Export,6.769333762537883
10798,eben,6.769333762537883
10799,eng,6.769333762537883
10800,dieser,6.621811367011059
10801,angehen,6.571612774088729
10802,vorliegend,6.571612774088729
10803,Angriff,6.571612774088729
10804,allerdings,6.485875354318749
10805,darauf,6.445790326893823
10806,müssten,6.407403817580123
10807,Frankreich,6.407403817580123
10808,Gegenteil,6.407403817580123
10809,so,6.3949672346187265
10810,Herr,6.387588658582432
10811,passieren,6.2688525105259885
10812,kommen,6.22735744902248
10813,Libanon,6.150381103044912
10814,Palästinenser,6.001711101500029
10815,groß,5.91779919878755
10816,genau,5.747074183960406
10817,weiterhin,5.747074183960406
10818,sein,5.479445931150483
10819,leisten,5.2719589597705605
10820,nicht,4.835553921752023
10821,vermutlich,4.633947087287145
10822,evangelisch,4.633947087287145
10823,anspre-ch,4.633947087287145
10824,dennächst,4.633947087287145
10825,Arbeitsgruppe,4.633947087287145
10826,Komplettversage,4.633947087287145
10827,Verschwendung,4.633947087287145
10828,auffällig,4.633947087287145
10829,gefällen,4.633947087287145
10830,Füll,4.633947087287145
10831,Hates,4.633947087287145
10832,Parole,4.633947087287145
10833,bindend,4.633947087287145
10834,willen,4.633947087287145
10835,Demaizière,4.633947087287145
10836,1947,4.633947087287145
10837,Parkett,4.633947087287145
10838,Krebs,4.633947087287145
10839,Friedensver-handlung,4.633947087287145
10840,Datenschutzniveau,4.633947087287145
10841,di-plomatisch,4.633947087287145
10842,vorschieben,4.633947087287145
10843,Verkauf,4.633947087287145
10844,einsichtig,4.633947087287145
10845,hinterlassen,4.633947087287145
10846,Hättenwir,4.633947087287145
10847,umkehren,4.633947087287145
10848,auchsehr,4.633947087287145
10849,Frankreichund,4.633947087287145
10850,L,4.633947087287145
10851,Empfänger,4.633947087287145
10852,Rechtsrahmen,4.633947087287145
10853,Passagier,4.633947087287145
10854,Entwick-lungszusammenarbeit,4.633947087287145
10855,leidernichen,4.633947087287145
10856,Leiden,4.633947087287145
10857,dynamisch,4.633947087287145
10858,Balkan,4.633947087287145
10859,inägypten,4.633947087287145
10860,ver-schärf,4.633947087287145
10861,Brandt,4.633947087287145
