,Wort,difference
0,Dm,-90.1381167588943
1,Vertreter,-81.57384973372355
2,Bericht,-80.5501747189304
3,Haushalt,-79.99446542518558
4,Ansprüch,-79.40606734945574
5,„,-78.78200878428773
6,Bestimmung,-78.11894655879672
7,Bundesjustizminister,-78.11894655879672
8,Jude,-78.11894655879672
9,Verfolgte,-78.11894655879672
10,Gericht,-77.41310612520952
11,alliiert,-76.6602096627165
12,Flüchtling,-76.6602096627165
13,Äußerung,-76.6602096627165
14,betonen,-75.85538930625845
15,allgemein,-75.85538930625845
16,treffen,-74.99308178148196
17,vorsehen,-74.99308178148196
18,dies,-74.99308178148196
19,Beitrag,-74.06689962524057
20,Kemritz,-74.06689962524057
21,1953,-74.06689962524057
22,Milliarde,-74.06689962524057
23,jedoch,-74.06689962524057
24,Verbrechen,-71.9922515952598
25,Vertragswerk,-71.9922515952598
26,erinnern,-70.82526207839562
27,entsprechend,-70.82526207839562
28,Bundesverfassungsgericht,-70.82526207839562
29,Streitkräft,-70.82526207839562
30,allerdings,-70.82526207839562
31,Bundeskanzler,-70.20452297368064
32,Partei,-70.20452297368064
33,Frau,-69.55679521223891
34,verpflichten,-69.55679521223891
35,1945,-69.55679521223891
36,Kraft,-69.55679521223891
37,soweit,-69.55679521223891
38,Parlament,-69.55679521223891
39,Delegation,-69.55679521223891
40,wegen,-68.1730131764316
41,Reihe,-68.1730131764316
42,wichtig,-68.1730131764316
43,Beschluß,-68.1730131764316
44,vereint,-68.1730131764316
45,Haushaltsausschuß,-68.1730131764316
46,Ausgabe,-66.65744237530929
47,sowjetisch,-66.65744237530929
48,Volk,-66.11965918781428
49,Zone,-65.56424376466369
50,beschließen,-64.99031449407475
51,regeln,-64.99031449407475
52,Richter,-64.99031449407475
53,März,-63.14769946744711
54,mög,-63.14769946744711
55,dürf,-63.14769946744711
56,ihr,-62.54107723645858
57,Saar,-61.100349437860835
58,Überzeugung,-61.100349437860835
59,ablehnen,-61.100349437860835
60,Opposition,-61.100349437860835
61,eigentlich,-61.100349437860835
62,Verfolgung,-61.100349437860835
63,Zustimmung,-58.81213469891148
64,Mann,-58.81213469891148
65,begehen,-58.81213469891148
66,Februar,-58.81213469891148
67,ferner,-58.81213469891148
68,§,-58.81213469891148
69,20,-58.81213469891148
70,neben,-58.81213469891148
71,Leben,-58.81213469891148
